Run,AGE,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,igseq_BarcodeFwd,igseq_BarcodeRev,igseq_Chain,igseq_Run,igseq_Specimen_CellCount,igseq_Specimen_CellType,igseq_Specimen,igseq_Specimen_Subject,igseq_Specimen_Timepoint,igseq_Type,Instrument,isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,sex,SRA Study,tissue
SRR33160318,missing,AMPLICON,604,6760916280,PRJNA1121265,SAMN48011634,Model organism or animal,4117843186,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421156,uncalculated,uncalculated,missing,18,7,light,220331_M05588_0506_000000000-KB7W4,951662,IgG+,RM40591WK72IGG,40591,72,kappa,Illumina MiSeq,40591,RM40591WK72GK,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:51:00Z,1,RM40591WK72GK,missing,SRP512417,missing
SRR33160319,missing,AMPLICON,605,4703958490,PRJNA1121265,SAMN48011633,Model organism or animal,2675982494,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421155,uncalculated,uncalculated,missing,7,17,heavy,220325_M05588_0505_000000000-KB7VR,951662,IgG+,RM40591WK72IGG,40591,72,gamma,Illumina MiSeq,40591,RM40591WK72GH,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:50:00Z,1,RM40591WK72GH,missing,SRP512417,missing
SRR33160320,missing,AMPLICON,605,7070534570,PRJNA1121265,SAMN48011632,Model organism or animal,4900447731,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421154,uncalculated,uncalculated,missing,17,6,light,220331_M00281_0129_000000000-K44YG,1070052,IgG+,RM40591WK64IGG,40591,64,kappa,Illumina MiSeq,40591,RM40591WK64GK,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:51:00Z,1,RM40591WK64GK,missing,SRP512417,missing
SRR33160321,missing,AMPLICON,602,148671726,PRJNA1121265,SAMN48011533,Model organism or animal,83454541,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421153,uncalculated,uncalculated,missing,5,20,heavy,200911_M00281_0631_000000000-J6446,50000,IgG+,RM6561WK192IGG,6561,192,gamma,Illumina MiSeq,6561,RM6561WK192GH2,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:48:00Z,1,RM6561WK192GH2,missing,SRP512417,missing
SRR33160322,missing,AMPLICON,604,8846452780,PRJNA1121265,SAMN48011631,Model organism or animal,5694867072,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421152,uncalculated,uncalculated,missing,8,16,heavy,220325_M00281_0127_000000000-KBFTV,1070052,IgG+,RM40591WK64IGG,40591,64,gamma,Illumina MiSeq,40591,RM40591WK64GH,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:53:00Z,1,RM40591WK64GH,missing,SRP512417,missing
SRR33160323,missing,AMPLICON,605,3547031510,PRJNA1121265,SAMN48011630,Model organism or animal,2336268927,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421151,uncalculated,uncalculated,missing,17,15,light,220208_M05588_0493_000000000-JVCHN,334000,IgG+,RM41328WK48IGG,41328,48,lambda,Illumina MiSeq,41328,RM41328WK48GL,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:50:00Z,1,RM41328WK48GL,missing,SRP512417,missing
SRR33160324,missing,AMPLICON,604,4083987676,PRJNA1121265,SAMN48011629,Model organism or animal,2719567627,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421150,uncalculated,uncalculated,missing,8,20,heavy,220208_M05588_0493_000000000-JVCHN,334000,IgG+,RM41328WK48IGG,41328,48,gamma,Illumina MiSeq,41328,RM41328WK48GH,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:50:00Z,1,RM41328WK48GH,missing,SRP512417,missing
SRR33160325,missing,AMPLICON,605,2490876960,PRJNA1121265,SAMN48011628,Model organism or animal,1448092216,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421149,uncalculated,uncalculated,missing,7,14,light,220211_M00281_0112_000000000-JVB77,328000,IgG+,RM41328WK56IGG,41328,56,lambda,Illumina MiSeq,41328,RM41328WK56GL,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:49:00Z,1,RM41328WK56GL,missing,SRP512417,missing
SRR33160326,missing,AMPLICON,606,4095058938,PRJNA1121265,SAMN48011627,Model organism or animal,2781898204,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421148,uncalculated,uncalculated,missing,6,18,heavy,220208_M05588_0493_000000000-JVCHN,328000,IgG+,RM41328WK56IGG,41328,56,gamma,Illumina MiSeq,41328,RM41328WK56GH,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:50:00Z,1,RM41328WK56GH,missing,SRP512417,missing
SRR33160327,missing,AMPLICON,605,1258119280,PRJNA1121265,SAMN48011626,Model organism or animal,857305790,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421147,uncalculated,uncalculated,missing,7,20,heavy,211210_M05588_0483_000000000-K44W8,53107,IgG+,RM44715WK144IGG,44715,144,gamma,Illumina MiSeq,44715,RM44715WK144GH,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:50:00Z,1,RM44715WK144GH,missing,SRP512417,missing
SRR33160328,missing,AMPLICON,606,2262381618,PRJNA1121265,SAMN48011625,Model organism or animal,1560063221,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421146,uncalculated,uncalculated,missing,6,19,heavy,211210_M05588_0483_000000000-K44W8,80607,IgG+,RM44715WK128IGG,44715,128,gamma,Illumina MiSeq,44715,RM44715WK128GH,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:49:00Z,1,RM44715WK128GH,missing,SRP512417,missing
SRR33160329,missing,AMPLICON,602,2738401078,PRJNA1121265,SAMN48011624,Model organism or animal,1872088057,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421145,uncalculated,uncalculated,missing,5,18,heavy,211210_M05588_0483_000000000-K44W8,90646,IgG+,RM44715WK120IGG,44715,120,gamma,Illumina MiSeq,44715,RM44715WK120GH,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:51:00Z,1,RM44715WK120GH,missing,SRP512417,missing
SRR33160330,missing,AMPLICON,603,3105828081,PRJNA1121265,SAMN48011623,Model organism or animal,1900101087,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421144,uncalculated,uncalculated,missing,4,19,heavy,211203_M05588_0481_000000000-K44Y2,73235,IgG+,RMV033WK04IGG,V033,4,gamma,Illumina MiSeq,V033,RMV033WK04GH,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:50:00Z,1,RMV033WK04GH,missing,SRP512417,missing
SRR33160331,missing,AMPLICON,604,551720780,PRJNA1121265,SAMN48011622,Model organism or animal,368464334,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421143,uncalculated,uncalculated,missing,3,16,heavy,220208_M05588_0493_000000000-JVCHN,45158,IgG+,RMV033WK00IGG,V033,0,gamma,Illumina MiSeq,V033,RMV033WK00GH,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:48:00Z,1,RMV033WK00GH,missing,SRP512417,missing
SRR33160332,missing,AMPLICON,603,834485670,PRJNA1121265,SAMN48011532,Model organism or animal,467727673,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421142,uncalculated,uncalculated,missing,4,19,heavy,200911_M00281_0631_000000000-J6446,120000,IgG+,RM6561WK120IGG,6561,120,gamma,Illumina MiSeq,6561,RM6561WK120GH2,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:48:00Z,1,RM6561WK120GH2,missing,SRP512417,missing
SRR33160333,missing,AMPLICON,605,88986425,PRJNA1121265,SAMN48011523,Model organism or animal,48514779,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421141,uncalculated,uncalculated,missing,2,17,heavy,200904_M05588_0331_000000000-J6442,60000,IgG+,RM6561WK88IGG,6561,88,gamma,Illumina MiSeq,6561,RM6561WK88GH,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:49:00Z,1,RM6561WK88GH,missing,SRP512417,missing
SRR33160334,missing,AMPLICON,606,146110236,PRJNA1121265,SAMN48011522,Model organism or animal,79963873,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28421140,uncalculated,uncalculated,missing,1,16,heavy,200904_M05588_0331_000000000-J6442,70000,IgG+,RM6561WK80IGG,6561,80,gamma,Illumina MiSeq,6561,RM6561WK80GH,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2025-04-16T18:48:00Z,1,RM6561WK80GH,missing,SRP512417,missing
SRR29319357,missing,AMPLICON,602,2191789894,PRJNA1121265,SAMN41745431,Model organism or animal,1404651422,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24836085,uncalculated,uncalculated,missing,5,18,heavy,210413_M05588_0400_000000000-JLT9F,320000,IgM+,RM40591WK96IGM,40591,96,mu,Illumina MiSeq,40591,RM40591WK96MH4,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2024-06-07T12:33:00Z,1,RM40591WK96MH4,missing,SRP512417,missing
SRR29319361,missing,AMPLICON,603,1864538109,PRJNA1121265,SAMN41745427,Model organism or animal,1389284203,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24836081,uncalculated,uncalculated,missing,4,12,light,210507_M05588_0411_000000000-JMH2W,559000,IgM+,RM41328WK72IGM,41328,72,lambda,Illumina MiSeq,41328,RM41328WK72ML,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2024-06-07T12:32:00Z,1,RM41328WK72ML,missing,SRP512417,missing
SRR29319362,missing,AMPLICON,604,199731324,PRJNA1121265,SAMN41745426,Model organism or animal,113356797,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24836080,uncalculated,uncalculated,missing,3,17,heavy,210312_M00281_0001_000000000-JG46C,559000,IgM+,RM41328WK72IGM,41328,72,mu,Illumina MiSeq,41328,RM41328WK72MH,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2024-06-07T12:30:00Z,1,RM41328WK72MH,missing,SRP512417,missing
SRR29319367,missing,AMPLICON,604,319967188,PRJNA1121265,SAMN41745422,Model organism or animal,172762839,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24836075,uncalculated,uncalculated,missing,3,18,heavy,210203_M00281_0673_000000000-JGBDK,200000,IgM+,RMV033WK04IGM,V033,4,mu,Illumina MiSeq,V033,RMV033WK04MH5,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2024-06-07T12:30:00Z,1,RMV033WK04MH5,missing,SRP512417,missing
SRR29319371,missing,AMPLICON,604,73084,PRJNA1121265,SAMN41745418,Model organism or animal,112661,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24836071,uncalculated,uncalculated,missing,3,18,heavy,210107_M05588_0362_000000000-JF87R,200000,IgM+,RMV033WK04IGM,V033,4,mu,Illumina MiSeq,V033,RMV033WK04MH3,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2024-06-07T12:29:00Z,1,RMV033WK04MH3,missing,SRP512417,missing
SRR29319372,missing,AMPLICON,603,305839791,PRJNA1121265,SAMN41745417,Model organism or animal,219827326,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24836070,uncalculated,uncalculated,missing,4,7,light,201218_M00281_0663_000000000-JF87N,200000,IgM+,RMV033WK04IGM,V033,4,kappa,Illumina MiSeq,V033,RMV033WK04MK2,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2024-06-07T12:30:00Z,1,RMV033WK04MK2,missing,SRP512417,missing
SRR29319373,missing,AMPLICON,604,178684340,PRJNA1121265,SAMN41745416,Model organism or animal,132137137,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24836069,uncalculated,uncalculated,missing,3,18,heavy,201218_M00281_0663_000000000-JF87N,200000,IgM+,RMV033WK04IGM,V033,4,mu,Illumina MiSeq,V033,RMV033WK04MH2,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2024-06-07T12:30:00Z,1,RMV033WK04MH2,missing,SRP512417,missing
SRR29319374,missing,AMPLICON,603,475560774,PRJNA1121265,SAMN41745415,Model organism or animal,313656077,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24836068,uncalculated,uncalculated,missing,4,7,light,201207_M05588_0357_000000000-JF895,200000,IgM+,RMV033WK04IGM,V033,4,kappa,Illumina MiSeq,V033,RMV033WK04MK,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2024-06-07T12:30:00Z,1,RMV033WK04MK,missing,SRP512417,missing
SRR29319375,missing,AMPLICON,604,109847064,PRJNA1121265,SAMN41745414,Model organism or animal,76348876,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24836067,uncalculated,uncalculated,missing,3,18,heavy,201207_M05588_0357_000000000-JF895,200000,IgM+,RMV033WK04IGM,V033,4,mu,Illumina MiSeq,V033,RMV033WK04MH,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2024-06-07T12:30:00Z,1,RMV033WK04MH,missing,SRP512417,missing
SRR29319376,missing,AMPLICON,605,3679610,PRJNA1121265,SAMN41745413,Model organism or animal,2566021,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24836066,uncalculated,uncalculated,missing,2,11,light,201207_M05588_0357_000000000-JF895,120000,IgG+,RM6561WK104IGG,6561,104,lambda,Illumina MiSeq,6561,RM6561WK104GL3,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2024-06-07T12:30:00Z,1,RM6561WK104GL3,missing,SRP512417,missing
SRR29319377,missing,AMPLICON,603,753195240,PRJNA1121265,SAMN41745404,Model organism or animal,533467115,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24836065,uncalculated,uncalculated,missing,4,15,light,191220_M05588_0264_000000000-CN8JR,89000,IgM+,RM6561WK88IGM,6561,88,lambda,Illumina MiSeq,6561,RM6561WK88L,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2024-06-07T12:31:00Z,1,RM6561WK88L,missing,SRP512417,missing
SRR29319378,missing,AMPLICON,606,826443408,PRJNA1121265,SAMN41745403,Model organism or animal,599957554,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24836064,uncalculated,uncalculated,missing,1,16,heavy,191220_M05588_0264_000000000-CN8JR,89000,IgM+,RM6561WK88IGM,6561,88,mu,Illumina MiSeq,6561,RM6561WK88H,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2024-06-07T12:31:00Z,1,RM6561WK88H,missing,SRP512417,missing
SRR29319379,missing,AMPLICON,602,168751436,PRJNA1121265,SAMN41745411,Model organism or animal,125033692,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24836063,uncalculated,uncalculated,missing,5,18,heavy,201013_M05588_0340_000000000-J9M9L,320000,IgM+,RM40591WK96IGM,40591,96,mu,Illumina MiSeq,40591,RM40591WK96MH2,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2024-06-07T12:30:00Z,1,RM40591WK96MH2,missing,SRP512417,missing
SRR29319380,missing,AMPLICON,605,151977210,PRJNA1121265,SAMN41745410,Model organism or animal,98168077,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24836062,uncalculated,uncalculated,missing,2,8,light,200925_M05588_0337_000000000-J9FWN,320000,IgM+,RM40591WK96IGM,40591,96,kappa,Illumina MiSeq,40591,RM40591WK96ML,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2024-06-07T12:30:00Z,1,RM40591WK96ML,missing,SRP512417,missing
SRR29319382,missing,AMPLICON,604,795123720,PRJNA1121265,SAMN41745454,Model organism or animal,477199519,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24836060,uncalculated,uncalculated,missing,18,7,light,220627_M00281_0154_000000000-KG82H,79690,IgG+,RMV031WK56IGG,V031,56,kappa,Illumina MiSeq,V031,RMV031WK56GK,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2024-06-07T12:30:00Z,1,RMV031WK56GK,missing,SRP512417,missing
SRR29319384,missing,AMPLICON,604,780085328,PRJNA1121265,SAMN41745408,Model organism or animal,415931268,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24836058,uncalculated,uncalculated,missing,8,13,light,200911_M00281_0631_000000000-J6446,120000,IgG+,RM6561WK104IGG,6561,104,lambda,Illumina MiSeq,6561,RM6561WK104GL2,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2024-06-07T12:31:00Z,1,RM6561WK104GL2,missing,SRP512417,missing
SRR29319385,missing,AMPLICON,605,1312970395,PRJNA1121265,SAMN41745452,Model organism or animal,789243551,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24836057,uncalculated,uncalculated,missing,2,7,light,220627_M00281_0154_000000000-KG82H,108312,IgM+,RMV031WK32IGM,V031,32,kappa,Illumina MiSeq,V031,RMV031WK32MK,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2024-06-07T12:31:00Z,1,RMV031WK32MK,missing,SRP512417,missing
SRR29319386,missing,AMPLICON,606,1147434942,PRJNA1121265,SAMN41745451,Model organism or animal,773611843,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24836056,uncalculated,uncalculated,missing,1,16,heavy,220701_M05588_0534_000000000-KG7DH,108312,IgM+,RMV031WK32IGM,V031,32,mu,Illumina MiSeq,V031,RMV031WK32MH,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2024-06-07T12:31:00Z,1,RMV031WK32MH,missing,SRP512417,missing
SRR29319387,missing,AMPLICON,604,1091071640,PRJNA1121265,SAMN41745450,Model organism or animal,630175648,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24836055,uncalculated,uncalculated,missing,18,7,light,220621_M05588_0530_000000000-KG73G,162349,IgM+,RM44715WK120IGM,44715,120,kappa,Illumina MiSeq,44715,RM44715WK120MK,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2024-06-07T12:31:00Z,1,RM44715WK120MK,missing,SRP512417,missing
SRR29319389,missing,AMPLICON,604,3540281372,PRJNA1121265,SAMN41745448,Model organism or animal,2368843536,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24836053,uncalculated,uncalculated,missing,8,17,heavy,211210_M05588_0483_000000000-K44W8,162349,IgM+,RM44715WK120IGM,44715,120,mu,Illumina MiSeq,44715,RM44715WK120MH,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2024-06-07T12:34:00Z,1,RM44715WK120MH,missing,SRP512417,missing
SRR29319391,missing,AMPLICON,603,1399585914,PRJNA1121265,SAMN41745446,Model organism or animal,790593302,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24836051,uncalculated,uncalculated,missing,4,16,heavy,210817_M05588_0446_000000000-JVCHG,229000,IgM+,RM42056WK72IGM,42056,72,mu,Illumina MiSeq,42056,RM42056WK72MH2,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2024-06-07T12:30:00Z,1,RM42056WK72MH2,missing,SRP512417,missing
SRR29319392,missing,AMPLICON,602,1915713296,PRJNA1121265,SAMN41745445,Model organism or animal,1239857386,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24836050,uncalculated,uncalculated,missing,5,8,light,210625_M05588_0429_000000000-JRJCG,229000,IgM+,RM42056WK72IGM,42056,72,kappa,Illumina MiSeq,42056,RM42056WK72MK2,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2024-06-07T12:31:00Z,1,RM42056WK72MK2,missing,SRP512417,missing
SRR29319393,missing,AMPLICON,605,1970489235,PRJNA1121265,SAMN41745444,Model organism or animal,1155920192,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24836049,uncalculated,uncalculated,missing,7,12,light,220211_M00281_0112_000000000-JVB77,229000,IgM+,RM42056WK72IGM,42056,72,lambda,Illumina MiSeq,42056,RM42056WK72ML,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2024-06-07T12:32:00Z,1,RM42056WK72ML,missing,SRP512417,missing
SRR29319396,missing,AMPLICON,603,964785528,PRJNA1121265,SAMN41745442,Model organism or animal,597616174,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24836046,uncalculated,uncalculated,missing,4,16,heavy,210617_M05588_0426_000000000-JRJ2R,229000,IgM+,RM42056WK72IGM,42056,72,mu,Illumina MiSeq,42056,RM42056WK72MH,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2024-06-07T12:32:00Z,1,RM42056WK72MH,missing,SRP512417,missing
SRR29319397,missing,AMPLICON,606,967667466,PRJNA1121265,SAMN41745441,Model organism or animal,572499435,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24836045,uncalculated,uncalculated,missing,1,11,light,220211_M00281_0112_000000000-JVB77,101000,IgG+,RM42056WK72IGG,42056,72,lambda,Illumina MiSeq,42056,RM42056WK72GL,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2024-06-07T12:30:00Z,1,RM42056WK72GL,missing,SRP512417,missing
